STATE,ST_CASE,PEDS,PERNOTMVIT,PERMVIT,VE_TOTAL,CITY,FullDate,DAY_WEEK,FullTime,NHS,ROUTE,TWAY_ID,LGT_COND,WEATHER,ArrivalAtScene,ArrivalAtHosp,DRUNK_DR,FATALS
1,10001,0,0,1,1,0,01-01-2015,5,02:40:00,0,3,SR-5,2,1,02:58:00,88:88:00,1,1
1,10002,0,0,1,1,0,01-01-2015,5,22:13:00,1,1,I-65,2,10,22:20:00,88:88:00,0,1
1,10003,0,0,2,1,0,01-01-2015,5,01:25:00,0,2,US-SR 6,2,1,01:45:00,99:99:00,1,1
1,10004,0,0,1,1,0,04-01-2015,1,00:57:00,0,3,SR-27,2,10,01:15:00,88:88:00,1,1
1,10005,0,0,2,2,2050,07-01-2015,4,07:09:00,0,2,US-SR 53,1,1,07:16:00,88:88:00,0,1
1,10006,0,0,2,1,0,08-01-2015,5,09:59:00,0,4,CR-82,1,1,10:17:00,99:99:00,0,1
1,10007,0,0,2,1,1730,08-01-2015,5,18:33:00,1,2,US-SR 2,3,1,18:38:00,99:99:00,0,1
1,10008,1,1,1,1,350,03-01-2015,7,21:30:00,0,6,ISHKOODA RD SW,2,2,21:48:00,99:99:00,0,1
1,10009,0,0,1,1,47,13-01-2015,3,08:00:00,1,2,US-SR 3,1,10,08:03:00,88:88:00,0,1
1,10010,0,0,2,2,0,05-01-2015,2,18:45:00,0,3,SR-184,2,1,19:01:00,99:99:00,0,1
1,10011,0,0,2,2,0,07-01-2015,4,20:55:00,0,3,SR-2,2,1,21:20:00,88:88:00,0,1
1,10012,0,0,6,3,1500,09-01-2015,6,06:35:00,0,2,US-SR 1,1,1,06:41:00,99:99:00,0,1
1,10013,0,0,1,1,0,10-01-2015,7,10:55:00,0,4,CR-54,1,1,88:88:00,88:88:00,1,1
1,10014,0,0,1,1,0,11-01-2015,1,06:13:00,0,2,US-SR 15,1,10,06:29:00,88:88:00,1,1
1,10015,0,0,1,1,0,11-01-2015,1,08:30:00,0,4,CR-BYLER RD,1,1,08:55:00,88:88:00,0,1
1,10016,0,0,2,2,2340,13-01-2015,3,17:20:00,0,3,SR-51,3,10,17:30:00,99:99:00,0,1
1,10017,0,0,1,1,0,14-01-2015,4,14:40:00,0,4,CR-IRVINGTON BAYOU LABATRE HWY,1,10,14:50:00,99:99:00,0,1
1,10018,0,0,2,1,0,16-01-2015,6,19:15:00,0,4,CR-40,2,1,19:35:00,99:99:00,1,1
1,10019,0,0,1,1,0,19-01-2015,2,01:00:00,0,4,CR-ODENA ROAD N,2,1,88:88:00,88:88:00,0,1
1,10020,0,0,3,2,2910,15-01-2015,5,17:10:00,0,6,EASTABOGA RD,2,2,17:18:00,99:99:00,0,1
1,10021,0,0,4,2,0,23-01-2015,6,13:48:00,1,1,I-20,1,2,14:05:00,99:99:00,0,1
1,10022,0,0,2,1,0,26-01-2015,2,06:15:00,1,1,I-22,2,1,06:30:00,99:99:00,0,1
1,10023,0,0,1,1,0,12-01-2015,2,21:20:00,0,3,SR-110,2,5,21:25:00,88:88:00,1,1
1,10024,0,0,1,1,0,02-01-2015,6,06:00:00,0,4,CR-32,4,1,06:25:00,99:99:00,0,1
1,10025,0,0,2,1,0,15-01-2015,5,03:05:00,0,4,CR-HOLLEY SPRINGS LANE,2,1,88:88:00,88:88:00,1,2
1,10026,0,0,1,1,2052,13-01-2015,3,13:33:00,0,6,ALLISON-BONNETT MEMORIAL DR,1,10,13:42:00,88:88:00,0,1
1,10027,0,0,3,2,2890,17-01-2015,7,14:42:00,0,4,CR-BALDWIN BEACH EXPRESS,1,1,14:47:00,99:99:00,0,1
1,10028,0,0,1,1,2540,10-01-2015,7,00:31:00,0,3,SR-14,2,1,00:40:00,88:88:00,1,1
1,10029,0,0,1,1,0,23-01-2015,6,05:40:00,0,2,US-SR 12,2,2,05:52:00,88:88:00,0,1
1,10030,0,0,5,2,0,24-01-2015,7,13:15:00,0,3,SR-22,1,1,13:35:00,88:88:00,0,5
1,10031,1,1,1,1,0,24-01-2015,7,16:38:00,0,4,CR-69,5,1,16:51:00,99:99:00,0,1
1,10032,0,0,1,1,0,25-01-2015,1,06:20:00,0,4,CR-ALEXANDRIA WELLINGTON HWY,4,1,06:30:00,88:88:00,1,1
1,10033,0,0,2,1,60,23-01-2015,6,21:22:00,0,6,CR-40,3,2,21:28:00,88:88:00,1,2
1,10034,0,0,10,6,860,15-01-2015,5,14:27:00,0,2,US-SR 16,1,10,14:36:00,99:99:00,1,1
1,10035,0,0,2,2,20,28-01-2015,4,09:25:00,0,2,US-SR 5,1,1,09:30:00,99:99:00,0,1
1,10036,0,0,5,2,0,19-01-2015,2,14:25:00,0,2,US-SR 17,1,1,14:41:00,99:99:00,0,2
1,10037,0,0,1,1,0,26-01-2015,2,14:40:00,0,4,CR-OAK LN,1,1,14:59:00,99:99:00,0,1
1,10038,0,0,1,1,2100,27-01-2015,3,16:50:00,0,6,GULFDALE DR,1,1,16:55:00,99:99:00,0,1
1,10039,0,0,1,1,0,29-01-2015,5,00:50:00,0,3,SR-HAMILTON BLVD,2,1,00:55:00,88:88:00,1,1
1,10040,1,1,1,1,350,20-01-2015,3,15:57:00,0,6,CAHABA RIVER ROAD,1,1,16:01:00,99:99:00,0,1
1,10041,0,0,1,1,0,28-01-2015,4,21:10:00,0,4,CR-130,2,1,21:30:00,99:99:00,1,1
1,10042,1,1,2,1,0,31-01-2015,7,18:45:00,1,2,US-SR 6,2,1,19:05:00,88:88:00,0,1
1,10043,0,0,1,1,0,02-02-2015,2,03:20:00,0,4,CR-27,2,10,88:88:00,88:88:00,0,1
1,10044,0,0,2,1,1716,31-01-2015,7,03:10:00,1,1,I-459,3,1,03:14:00,99:99:00,0,1
1,10045,0,0,1,1,2100,31-01-2015,7,08:19:00,1,1,I-10,1,1,08:36:00,08:47:00,0,1
1,10046,0,0,1,1,1830,08-02-2015,1,02:15:00,1,1,I-85,6,1,02:24:00,99:99:00,0,1
1,10047,0,0,2,1,2100,22-01-2015,5,00:07:00,0,6,S WASHINGTON AVE,2,1,00:11:00,99:99:00,1,1
1,10048,0,0,4,1,0,24-01-2015,7,22:00:00,0,3,SR-3,2,1,22:20:00,99:99:00,0,2
1,10049,0,0,2,2,350,29-01-2015,5,01:15:00,0,6,5TH ST PRATT,6,1,01:32:00,99:99:00,0,1
1,10050,1,1,1,1,0,31-01-2015,7,04:50:00,1,2,US-SR 42,2,1,05:11:00,88:88:00,0,1
1,10051,0,0,5,2,3040,01-02-2015,1,14:38:00,0,2,US-SR 15,1,2,14:49:00,99:99:00,0,1
1,10052,0,0,1,1,9997,09-02-2015,2,04:40:00,0,6,HUNTSVILLE BROWNSFERRY RD,2,2,04:56:00,88:88:00,0,1
1,10053,0,0,3,1,0,01-02-2015,1,17:55:00,0,2,US-SR 21,2,2,18:06:00,99:99:00,0,1
1,10054,0,0,2,2,0,03-02-2015,3,17:30:00,0,2,US-SR 8,5,1,17:43:00,88:88:00,0,1
1,10055,1,1,1,1,0,04-02-2015,4,02:25:00,0,2,US-SR 1,2,1,88:88:00,88:88:00,0,1
1,10056,0,0,1,1,0,08-02-2015,1,02:20:00,0,2,US-SR 16,2,1,02:30:00,88:88:00,1,1
1,10057,0,0,3,3,2564,04-02-2015,4,17:52:00,1,3,SR-35,2,1,18:00:00,88:88:00,0,1
1,10058,0,0,3,2,1460,08-02-2015,1,14:40:00,0,3,SR-10,1,1,14:46:00,14:53:00,0,1
1,10059,1,1,1,1,0,10-02-2015,3,22:00:00,1,3,SR-157,2,1,22:13:00,22:46:00,0,1
1,10060,0,0,7,2,2564,10-02-2015,3,17:39:00,0,6,MCCURDY AVE,2,10,18:25:00,99:99:00,0,1
1,10061,0,0,3,1,0,13-02-2015,6,21:33:00,0,3,SR-253,2,1,21:48:00,99:99:00,1,1
1,10062,0,0,1,1,0,14-02-2015,7,10:55:00,1,2,US-SR 2,1,1,11:01:00,99:99:00,0,1
1,10063,0,0,3,1,845,01-02-2015,1,03:55:00,1,2,US-SR 12,2,1,04:33:00,99:99:00,1,1
1,10064,1,1,1,1,2100,04-02-2015,4,00:19:00,1,1,I-65,2,1,00:26:00,88:88:00,0,1
1,10065,0,0,2,2,2650,31-01-2015,7,10:47:00,0,4,CR-FOLEY BEACH EXPRESS,1,1,10:51:00,99:99:00,0,1
1,10066,0,0,2,1,2130,08-02-2015,1,01:41:00,0,6,SOUTHERN BLVD,3,10,01:54:00,02:22:00,1,1
1,10067,0,0,8,4,200,11-02-2015,4,11:41:00,1,3,SR-147,1,1,12:14:00,99:99:00,0,1
1,10068,0,0,1,1,0,15-02-2015,1,18:23:00,0,4,CR-SHADY GROVE RD,2,1,18:35:00,88:88:00,0,1
1,10069,1,1,2,2,2100,15-02-2015,1,21:08:00,0,2,US-SR 16,3,1,21:14:00,88:88:00,1,1
1,10070,0,0,1,1,0,22-02-2015,1,03:55:00,0,4,CR-332,2,2,04:15:00,88:88:00,1,1
1,10071,0,0,4,2,50,20-02-2015,6,22:30:00,0,3,SR-75,6,3,22:45:00,99:99:00,0,1
1,10072,1,1,1,1,350,22-02-2015,1,19:00:00,0,6,HWY 280,3,1,19:10:00,99:99:00,0,1
1,10073,1,1,1,1,350,20-02-2015,6,23:00:00,1,6,BANKHEAD HWY,2,1,23:08:00,88:88:00,0,1
1,10074,0,0,4,4,1710,16-02-2015,2,05:17:00,1,1,I-65,3,1,05:28:00,99:99:00,0,1
1,10075,0,0,4,2,0,10-02-2015,3,18:00:00,0,2,US-SR 3,2,1,18:15:00,99:99:00,1,1
1,10076,1,1,1,2,0,13-02-2015,6,10:09:00,1,2,US-SR 17,1,1,10:34:00,88:88:00,0,1
1,10077,1,1,1,1,2340,23-02-2015,2,18:43:00,0,2,US-SR 1,2,10,18:51:00,88:88:00,0,1
1,10078,0,0,1,1,3050,24-02-2015,3,15:52:00,0,2,US-SR 6,1,10,15:59:00,88:88:00,0,1
1,10079,0,0,2,1,0,07-03-2015,7,04:45:00,1,1,I-20,2,1,05:41:00,06:00:00,1,1
1,10080,0,0,1,1,0,17-02-2015,3,15:25:00,0,4,CR-COOSADA FERRY RD,1,1,15:30:00,88:88:00,1,1
1,10081,0,0,4,2,0,20-02-2015,6,12:00:00,1,3,SR-20,1,4,12:08:00,99:99:00,1,1
1,10082,0,0,1,1,1210,24-02-2015,3,21:14:00,0,6,FOLEY BEACH EXPRESSWAY,2,1,21:17:00,22:17:00,0,1
1,10083,0,0,4,2,0,01-03-2015,1,03:13:00,9,2,US-SR 2,3,1,03:18:00,88:88:00,2,4
1,10084,0,0,3,3,2260,01-03-2015,1,10:25:00,1,2,US-SR 6,1,1,10:31:00,99:99:00,1,1
1,10085,0,0,1,1,0,01-03-2015,1,13:30:00,1,3,SR-21,1,1,13:40:00,88:88:00,1,1
1,10086,0,0,4,2,1730,01-03-2015,1,17:58:00,1,6,HWY 53,3,2,18:07:00,99:99:00,1,1
1,10087,0,0,2,1,0,03-03-2015,3,12:25:00,0,3,SR-79,1,2,12:32:00,12:50:00,0,2
1,10088,1,1,1,1,0,03-03-2015,3,19:45:00,1,2,US-SR 5,2,2,20:20:00,88:88:00,0,1
1,10089,0,0,1,1,2550,03-03-2015,3,18:56:00,0,4,CR-BEARFORK RD,2,1,19:00:00,99:99:00,1,1
1,10090,1,1,2,2,350,05-03-2015,5,18:25:00,0,6,WOODLAND AVENUE SW,3,10,18:30:00,88:88:00,0,1
1,10091,0,0,4,2,2550,03-03-2015,3,10:52:00,0,3,SR-WILSON AVE,1,1,11:02:00,99:99:00,0,1
1,10092,0,0,3,2,2340,08-03-2015,1,19:10:00,0,2,US-SR 51,2,1,19:19:00,19:39:00,0,1
1,10093,0,0,3,3,0,09-03-2015,2,05:55:00,1,1,I-20,3,2,06:04:00,06:57:00,0,2
1,10094,0,0,1,1,0,06-03-2015,6,20:25:00,1,1,I-65,2,1,20:46:00,88:88:00,0,1
1,10095,0,0,15,10,2130,02-03-2015,2,08:07:00,1,1,I-65,1,5,08:46:00,99:99:00,0,3
1,10096,0,0,1,1,0,06-03-2015,6,13:45:00,0,4,CR-CLARK RD,1,1,88:88:00,88:88:00,1,1
1,10097,0,0,2,2,160,18-02-2015,4,07:48:00,0,3,SR-23,1,10,07:59:00,88:88:00,0,2
1,10098,1,1,1,1,930,28-02-2015,7,19:57:00,0,6,WESTGATE PKWY,3,10,20:02:00,88:88:00,0,1
1,10099,0,0,1,1,0,04-03-2015,4,11:47:00,0,4,CR-HILL CHASE RD,1,10,11:53:00,88:88:00,0,1
1,10101,0,0,2,1,0,07-03-2015,7,04:00:00,0,4,CR-48,2,1,04:15:00,99:99:00,1,1
1,10102,0,0,1,1,2130,14-03-2015,7,03:38:00,1,1,I-85,3,2,03:50:00,04:04:00,1,1
1,10103,0,0,2,1,0,28-02-2015,7,01:40:00,0,4,CR-INDIAN CREEK RD,2,1,03:35:00,99:99:00,1,1
1,10104,0,0,3,2,2650,05-03-2015,5,15:03:00,0,4,CR-83,1,10,15:09:00,99:99:00,0,2
1,10105,0,0,2,1,1200,06-03-2015,6,99:99:00,1,6,HWY 20,2,1,05:00:00,05:07:00,1,1
1,10106,0,0,1,1,0,09-03-2015,2,23:05:00,1,2,US-SR 12,2,2,23:32:00,88:88:00,1,1
1,10107,0,0,2,2,0,13-03-2015,6,00:41:00,0,2,US-SR 3,2,2,00:58:00,99:99:00,1,1
1,10108,0,0,3,2,2325,13-03-2015,6,19:21:00,1,3,SR-77,2,2,19:55:00,99:99:00,0,1
1,10109,0,0,3,3,0,14-03-2015,7,10:00:00,1,3,SR-1,1,5,10:10:00,99:99:00,0,1
1,10110,0,0,1,1,0,14-03-2015,7,16:40:00,1,3,SR-9,1,10,16:54:00,88:88:00,0,1
1,10111,0,0,2,1,0,16-03-2015,2,22:55:00,0,4,CR-CARROLLTON RD,2,1,23:26:00,00:05:00,1,1
1,10112,0,0,1,1,0,21-03-2015,7,01:45:00,0,3,SR-253,2,1,02:00:00,88:88:00,0,1
1,10113,1,1,2,1,0,04-04-2015,7,20:15:00,1,1,I-65,2,1,88:88:00,88:88:00,0,1
1,10114,0,0,2,2,860,01-04-2015,4,22:49:00,1,1,I-10,2,1,23:05:00,99:99:00,1,1
1,10115,0,0,1,1,0,27-03-2015,6,23:28:00,1,1,I-22,2,10,23:56:00,99:99:00,0,1
1,10116,0,0,3,2,0,14-03-2015,7,21:07:00,1,1,I-65,2,1,21:25:00,99:99:00,0,1
1,10117,1,1,5,2,0,11-03-2015,4,19:30:00,1,1,I-65,2,10,19:50:00,99:99:00,0,1
1,10118,0,0,2,1,890,08-03-2015,1,04:34:00,1,3,SR-67,3,1,04:46:00,99:99:00,1,1
1,10119,0,0,2,2,0,01-03-2015,1,20:05:00,1,2,US-SR 6,2,10,20:20:00,99:99:00,0,1
1,10120,0,0,2,2,160,03-03-2015,3,13:27:00,0,2,US-SR 53,1,10,13:32:00,99:99:00,0,1
1,10121,0,0,3,2,3270,08-03-2015,1,14:15:00,0,3,SR-170,1,1,14:30:00,99:99:00,0,1
1,10122,0,0,1,1,0,10-03-2015,3,11:50:00,0,4,CR-81,1,10,11:55:00,88:88:00,0,1
1,10123,0,0,3,2,0,16-03-2015,2,07:55:00,0,4,CR-1435,1,1,08:07:00,99:99:00,0,1
1,10124,1,1,1,1,1970,16-03-2015,2,10:04:00,0,6,MADISON BLVD,1,1,10:09:00,99:99:00,0,1
1,10125,0,0,4,1,0,17-03-2015,3,15:06:00,0,4,CR-OSWICHEE RD,1,1,15:19:00,99:99:00,0,2
1,10126,0,0,2,2,0,19-03-2015,5,12:00:00,0,3,SR-134,1,1,12:17:00,88:88:00,0,1
1,10127,0,0,5,2,0,20-03-2015,6,21:30:00,0,3,SR-167,6,10,21:56:00,99:99:00,0,2
1,10128,1,1,1,1,1213,20-03-2015,6,21:45:00,0,4,CR-41,2,1,88:88:00,88:88:00,0,1
1,10129,0,0,3,2,2564,24-03-2015,3,07:15:00,0,6,MAIN ST,1,1,07:16:00,99:99:00,0,1
1,10130,0,0,3,2,2100,24-03-2015,3,08:20:00,0,2,US-SR 16,1,10,08:27:00,99:99:00,0,1
1,10131,1,1,2,1,0,24-03-2015,3,19:40:00,0,4,CR-63,2,1,88:88:00,88:88:00,0,1
1,10132,0,0,3,2,1970,26-03-2015,5,04:36:00,0,6,WALL TRIANA HWY,3,1,04:43:00,99:99:00,0,1
1,10133,0,0,2,2,0,26-03-2015,5,08:25:00,0,4,CR-CELESTE RD,1,10,08:53:00,88:88:00,0,1
1,10134,0,0,2,2,0,27-03-2015,6,23:35:00,1,2,US-SR 74,2,10,23:46:00,99:99:00,0,1
1,10135,0,0,3,3,0,27-03-2015,6,21:45:00,0,4,CR-CHOCCOLOCCO RD,2,10,21:58:00,99:99:00,1,1
1,10136,0,0,2,1,0,28-03-2015,7,04:45:00,0,4,CR-NORTHSIDE ROAD,2,1,05:00:00,99:99:00,1,1
1,10137,1,1,2,1,350,30-03-2015,2,19:15:00,0,6,NORTHLAND AVENUE SOUTHWEST,5,1,19:27:00,99:99:00,0,1
1,10138,0,0,4,3,2822,03-04-2015,6,19:50:00,1,3,SR-77,2,1,19:52:00,99:99:00,0,1
1,10139,0,0,4,3,830,03-04-2015,6,11:29:00,1,3,SR-157,1,10,11:39:00,99:99:00,0,1
1,10140,0,0,3,2,0,04-04-2015,7,18:30:00,0,4,CR-47,1,1,18:33:00,99:99:00,1,1
1,10141,0,0,14,9,0,02-04-2015,5,16:50:00,1,1,I-65,1,1,16:53:00,99:99:00,0,1
1,10142,0,0,2,1,0,21-03-2015,7,20:15:00,0,4,CR-S ROCKY CREEK RD,2,1,21:17:00,99:99:00,1,2
1,10143,0,0,2,2,2130,23-03-2015,2,00:38:00,0,6,TROY HWY,3,1,00:44:00,88:88:00,2,1
1,10144,0,0,4,2,2130,24-03-2015,3,19:48:00,0,6,DAY ST,3,1,20:15:00,99:99:00,1,1
1,10145,0,0,3,2,1280,24-03-2015,3,20:00:00,1,3,SR-77,3,1,20:05:00,99:99:00,0,1
1,10146,0,0,4,3,2564,28-03-2015,7,20:04:00,1,6,MAIN ST,2,1,20:07:00,99:99:00,1,1
1,10147,0,0,2,2,0,01-04-2015,4,16:43:00,0,4,CR-44,1,1,17:00:00,99:99:00,0,1
1,10148,1,1,2,1,0,03-04-2015,6,08:50:00,0,4,CR-93,1,1,09:17:00,99:99:00,0,1
1,10149,0,0,1,1,0,03-04-2015,6,19:05:00,1,3,SR-157,5,10,19:18:00,88:88:00,1,1
1,10150,0,0,2,2,0,05-04-2015,1,11:40:00,0,3,SR-40,1,1,11:55:00,99:99:00,0,1
1,10151,0,0,1,1,0,04-04-2015,7,15:00:00,0,3,SR-110,1,1,17:29:00,88:88:00,1,1
1,10152,0,0,2,2,0,06-04-2015,2,06:25:00,0,3,SR-69,4,10,06:42:00,88:88:00,0,1
1,10153,0,0,6,5,3270,06-04-2015,2,17:25:00,1,2,US-SR 9,1,2,17:29:00,99:99:00,0,1
1,10154,0,0,1,1,0,16-02-2015,2,11:45:00,0,4,CR-SARDIS RD,1,2,12:01:00,99:99:00,0,1
1,10155,0,0,3,2,350,30-03-2015,2,20:50:00,1,3,SR-75,2,1,20:58:00,99:99:00,0,1
1,10156,0,0,1,1,2716,17-04-2015,6,13:42:00,1,1,I-65,1,1,13:56:00,88:88:00,0,1
1,10157,0,0,2,2,2130,27-03-2015,6,05:20:00,1,1,I-65,3,1,05:31:00,99:99:00,0,1
1,10158,0,0,3,2,0,06-04-2015,2,17:22:00,0,4,CR-ROCK CREEK RD,5,2,99:99:00,99:99:00,0,1
1,10159,0,0,1,1,2400,12-02-2015,5,11:42:00,0,3,SR-269,1,1,12:00:00,99:99:00,0,1
1,10160,1,1,1,1,330,14-03-2015,7,22:09:00,0,6,DARTMOUTH AVE,3,1,22:16:00,99:99:00,0,1
1,10161,0,0,3,2,3040,30-03-2015,2,15:27:00,1,2,US-SR 53,1,1,15:31:00,99:99:00,0,1
1,10162,1,1,1,1,2440,02-04-2015,5,06:05:00,0,6,SUMMERVILLE ROAD,2,1,06:12:00,99:99:00,0,1
1,10163,0,0,2,2,2130,04-04-2015,7,05:50:00,1,2,US-SR 6,3,10,06:06:00,99:99:00,0,1
1,10164,0,0,2,1,0,06-04-2015,2,14:35:00,0,4,CR-55,1,1,14:45:00,15:12:00,0,1
1,10165,0,0,3,2,0,06-04-2015,2,14:20:00,0,2,US-SR 3,1,2,14:22:00,15:13:00,0,2
1,10166,0,0,1,1,200,10-04-2015,6,03:15:00,0,6,FOSTER ST,3,10,03:25:00,88:88:00,1,1
1,10167,0,0,1,1,718,11-04-2015,7,23:45:00,0,4,CR-COVERED BRIDGE ROAD,2,10,00:09:00,88:88:00,1,1
1,10168,0,0,2,1,2940,12-04-2015,1,00:51:00,0,3,SR-14,2,1,00:57:00,99:99:00,1,1
1,10169,0,0,3,2,0,13-04-2015,2,12:10:00,1,3,SR-53,1,2,12:32:00,13:06:00,0,1
1,10170,0,0,4,2,0,08-04-2015,4,20:23:00,1,2,US-SR 1,3,1,20:35:00,99:99:00,0,1
1,10171,0,0,2,2,0,09-04-2015,5,05:00:00,0,4,CR-49,2,5,05:15:00,88:88:00,0,1
1,10172,0,0,16,2,0,10-04-2015,6,15:40:00,0,4,CR-30,1,1,16:05:00,99:99:00,0,1
1,10173,0,0,5,2,0,11-04-2015,7,23:40:00,0,2,US-SR 15,2,1,00:15:00,99:99:00,1,1
1,10174,0,0,2,2,0,15-04-2015,4,05:10:00,1,3,SR-38,2,1,05:30:00,88:88:00,0,1
1,10175,0,0,2,1,0,15-04-2015,4,11:50:00,0,3,SR-25,1,1,12:06:00,12:53:00,0,1
1,10176,0,0,1,1,1852,16-04-2015,5,07:20:00,0,3,SR-68,1,10,07:25:00,88:88:00,0,1
1,10177,0,0,4,2,720,16-04-2015,5,20:05:00,0,3,SR-10,3,2,20:40:00,99:99:00,0,1
1,10178,1,1,1,1,330,18-04-2015,7,21:49:00,1,3,SR-150,2,2,21:58:00,88:88:00,0,1
1,10179,0,0,2,2,50,18-04-2015,7,10:22:00,1,2,US-SR 1,1,10,10:30:00,99:99:00,0,1
1,10180,0,0,5,3,0,18-04-2015,7,20:25:00,1,2,US-SR 6,2,10,21:05:00,99:99:00,0,2
1,10181,0,0,1,1,0,19-04-2015,1,03:25:00,0,3,SR-9,2,10,88:88:00,88:88:00,0,1
1,10182,0,0,2,2,0,19-04-2015,1,09:00:00,0,4,CR-MURPHEES VALLEY RD,1,10,09:37:00,10:02:00,0,1
1,10183,1,1,1,1,2760,17-04-2015,6,20:15:00,1,2,US-SR 8,3,10,20:19:00,20:41:00,0,1
1,10184,0,0,1,1,0,21-04-2015,3,15:00:00,0,4,CR-1354,1,1,15:35:00,88:88:00,1,1
1,10185,0,0,1,1,330,22-04-2015,4,14:38:00,1,3,SR-150,1,1,14:41:00,88:88:00,0,1
1,10186,0,0,3,1,0,24-04-2015,6,13:40:00,0,4,CR-27,1,1,14:15:00,99:99:00,0,1
1,10187,0,0,2,1,0,24-04-2015,6,20:30:00,0,4,CR-DAFFRON RD,2,1,21:04:00,21:20:00,1,1
1,10188,0,0,4,2,3080,25-04-2015,7,12:50:00,0,4,CR-10,1,1,12:56:00,99:99:00,1,1
1,10189,0,0,3,2,0,26-04-2015,1,10:30:00,0,3,SR-117,1,1,10:48:00,99:99:00,0,1
1,10190,0,0,6,2,0,08-04-2015,4,13:30:00,1,1,I-65,1,1,13:52:00,99:99:00,0,1
1,10191,0,0,2,1,0,25-04-2015,7,04:20:00,1,1,I-65,2,2,04:53:00,99:99:00,1,1
1,10192,0,0,1,1,2130,28-04-2015,3,08:11:00,1,1,I-85,1,1,08:15:00,88:88:00,0,1
1,10193,0,0,4,2,0,17-04-2015,6,11:10:00,0,4,CR-MAYSVILLE RD,1,2,12:30:00,99:99:00,0,1
1,10194,0,0,2,2,1011,17-04-2015,6,18:39:00,0,4,CR-20,1,1,18:52:00,99:99:00,1,1
1,10195,0,0,3,2,350,22-04-2015,4,09:36:00,1,6,CRESTWOOD BLVD,1,1,09:49:00,10:07:00,1,2
1,10196,0,0,1,1,0,24-04-2015,6,20:35:00,0,4,CR-59,2,10,07:37:00,88:88:00,1,1
1,10197,0,0,2,2,3050,25-04-2015,7,20:38:00,1,2,US-SR 7,3,10,20:41:00,88:88:00,1,1
1,10198,0,0,3,2,0,27-04-2015,2,09:45:00,0,4,CR-LOVE LADY RD,1,1,10:24:00,99:99:00,0,1
1,10199,0,0,5,2,0,27-04-2015,2,10:25:00,0,4,CR-47,1,10,10:45:00,99:99:00,0,2
1,10200,0,0,4,2,0,15-04-2015,4,11:00:00,1,3,SR-24,1,1,11:20:00,99:99:00,0,1
1,10201,0,0,1,1,400,30-04-2015,5,23:00:00,0,3,SR-168,2,1,23:18:00,88:88:00,0,1
1,10202,0,0,2,2,0,23-04-2015,5,20:57:00,1,1,I-10,2,1,21:05:00,99:99:00,0,1
1,10203,0,0,2,2,0,25-04-2015,7,00:25:00,1,1,I-20,2,10,00:37:00,88:88:00,1,1
1,10204,0,0,3,1,0,01-05-2015,6,18:15:00,1,1,I-65,2,1,18:45:00,99:99:00,0,1
1,10205,0,0,2,1,1716,05-05-2015,3,00:17:00,1,1,I-65,2,1,00:28:00,01:02:00,1,1
1,10206,1,1,2,1,2130,02-04-2015,5,19:32:00,1,3,SR-6,3,1,19:42:00,20:00:00,0,1
1,10207,0,0,2,2,3111,16-04-2015,5,20:06:00,0,2,US-SR 15,3,2,20:15:00,20:30:00,0,1
1,10208,1,1,1,1,3050,20-04-2015,2,23:00:00,1,3,SR-215,2,10,23:07:00,23:32:00,0,1
1,10209,0,0,2,2,1200,23-04-2015,5,13:09:00,0,4,CR-DARBY DR,1,1,13:16:00,88:88:00,0,1
1,10210,0,0,1,1,3111,25-04-2015,7,19:00:00,0,2,US-SR 15,1,10,19:13:00,19:27:00,0,1
1,10211,0,0,2,2,0,30-04-2015,5,09:27:00,0,4,CR-188,1,1,10:04:00,10:45:00,0,1
1,10212,0,0,1,1,0,30-04-2015,5,17:10:00,1,2,US-SR 1,1,1,17:30:00,88:88:00,0,1
1,10213,0,0,3,2,0,30-04-2015,5,21:25:00,0,3,SR-17,2,1,99:99:00,99:99:00,0,2
1,10214,0,0,3,2,1370,30-04-2015,5,20:35:00,1,2,US-SR 1,2,1,20:51:00,88:88:00,1,1
1,10215,0,0,1,1,350,02-05-2015,7,22:30:00,0,6,ARKADELPHIA RD,3,1,22:45:00,23:04:00,0,1
1,10216,0,0,5,1,2550,03-05-2015,1,17:43:00,0,6,JARRETT RD,1,1,17:47:00,99:99:00,0,1
1,10217,0,0,1,1,3050,04-05-2015,2,00:50:00,0,3,SR-216,2,1,01:00:00,88:88:00,1,1
1,10218,0,0,3,2,3070,04-05-2015,2,11:00:00,0,2,US-SR 81,1,1,11:10:00,99:99:00,0,1
1,10219,0,0,6,2,0,04-05-2015,2,15:50:00,1,3,SR-3,1,1,16:16:00,16:53:00,0,2
1,10220,0,0,1,1,0,04-05-2015,2,19:18:00,0,4,CR-39,5,1,19:28:00,88:88:00,0,1
1,10221,0,0,2,1,0,05-05-2015,3,14:45:00,0,4,CR-19,1,1,15:07:00,15:47:00,0,1
1,10222,0,0,3,2,0,06-05-2015,4,07:35:00,0,3,SR-257,1,1,07:52:00,88:88:00,0,2
1,10223,0,0,7,2,1210,01-05-2015,6,21:07:00,1,2,US-SR 42,3,1,21:14:00,21:43:00,1,1
1,10224,1,1,1,1,2190,04-05-2015,2,21:06:00,1,3,SR-133,2,1,21:10:00,99:99:00,0,1
1,10225,0,0,2,2,2130,02-04-2015,5,22:23:00,1,6,EASTERN BLVD,3,1,22:28:00,88:88:00,1,1
