STATE,ST_CASE,PVE_FORMS,VEH_NO,PFIRE,PDEATHS,CrashDate,CrashTime,PMAN_COLL,PNUMOCCS,PTYPE,PHIT_RUN,PMODEL,PMODYEAR,PGVWR,PV_CONFIG,PHAZ_INV,PVEH_SEV,PTOWED
8,80221,1,2,0,0,23-Jun,16:17:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,16,1999,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
8,80221,1,3,0,0,23-Jun,16:17:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,461,1999,0,Not_Applicable,No,Disabling_Damage,Not_Reported
8,80294,4,5,0,0,03-Aug,06:33:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,51,2010,0,Not_Applicable,No,Disabling_Damage,Not_Reported
8,80294,4,6,0,0,03-Aug,06:33:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,34,1997,0,Not_Applicable,No,Disabling_Damage,Not_Reported
8,80443,1,2,0,0,25-Jul,01:50:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,35,2005,0,Not_Applicable,No,Disabling_Damage,Not_Reported
8,80443,1,3,0,0,25-Jul,01:50:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,403,2013,0,Not_Applicable,No,Disabling_Damage,Not_Reported
9,90012,1,2,0,0,08-Mar,21:17:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,472,2001,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
9,90033,2,2,0,0,03-Jan,14:57:00,Not_Collision_with_Motor_Vehicle_in_Transport,2,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,25,2007,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
9,90071,1,1,0,0,03-Jan,15:44:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,32,2003,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
9,90114,1,2,0,0,15-Sep,16:41:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,37,2013,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
9,90114,1,3,0,0,15-Sep,16:41:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,32,2014,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
9,90124,1,2,0,0,21-Sep,18:13:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,32,1999,0,Not_Applicable,No,Unknown,Unknown
9,90181,2,3,0,0,25-Dec,01:30:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,35,2010,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
9,90181,2,4,0,0,25-Dec,01:30:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,421,2007,0,Not_Applicable,No,Minor_Damage,Not_Towed
10,100084,1,1,0,0,25-Dec,01:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,881,2010,3,Tractor/Semi-Trailer,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
11,110003,1,2,0,0,22-Mar,03:12:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,898,2000,3,"Truck_More_than_Vehicle_Single-Unit_Truck_(2_axles_and_GVWR_more_than_1Not_Applicable,Not_ApplicableNot_ApplicableNot_Applicable_lbs.)Not_Applicable,Not_ApplicableNot_ApplicableNot_Applicable_lbs_or_Less,Not_ApplicableNot_ApplicableNot_Applicable_lbs.",No,Minor_Damage,Not_Towed
11,110011,1,2,0,0,14-Jul,22:18:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,470,1998,0,Not_Applicable,No,Minor_Damage,Towed_Not_Due_to_Disabling_Damage
12,120112,1,2,0,0,22-Jan,21:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,1998,3,Tractor/Semi-Trailer,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120138,1,2,0,0,27-Jan,23:06:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,471,1993,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
12,120181,2,3,0,0,04-Feb,15:12:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,41,2001,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120249,1,2,0,0,22-Feb,01:02:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,473,2005,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120249,1,3,0,0,22-Feb,01:02:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,404,2013,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120271,1,2,0,0,14-Jan,14:00:00,Not_Collision_with_Motor_Vehicle_in_Transport,5,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,43,1999,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120284,2,3,0,0,27-Feb,09:35:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,421,2000,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120392,1,2,0,0,21-Mar,00:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,53,2007,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120392,1,3,0,0,21-Mar,00:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,43,2013,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120392,1,4,0,0,21-Mar,00:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,31,2009,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120411,1,2,0,0,23-Mar,02:30:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,50,2007,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120447,1,2,1,0,16-Jan,02:18:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,51,2005,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120447,1,3,1,0,16-Jan,02:18:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,40,2002,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120497,2,3,0,0,17-Jan,09:53:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,32,2003,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120523,2,3,0,0,02-Apr,13:45:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,2007,3,Single-Unit_Truck_(3_or_More_axles),No,Functional_Damage,Not_Towed
12,120565,1,2,0,0,12-Apr,18:26:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,51,2012,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120573,1,2,0,0,10-Apr,16:55:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,1,2003,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
12,120664,1,2,0,0,18-Apr,01:37:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,43,2010,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120664,1,3,0,0,18-Apr,01:37:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,481,2005,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120684,1,2,0,0,26-Apr,02:47:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,16,2003,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120723,1,1,0,0,29-Apr,23:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,32,2006,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120733,1,2,0,0,01-Jan,20:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,51,2006,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120733,1,3,0,0,01-Jan,20:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,1,2000,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,120758,1,2,0,0,18-Jan,15:00:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,881,1999,3,Tractor/Semi-Trailer,No,Minor_Damage,Not_Towed
12,120868,2,3,0,0,12-May,19:49:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,481,1997,0,Not_Applicable,No,Disabling_Damage,Not_Towed
12,120890,2,3,0,0,24-Jan,01:14:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,421,1997,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120890,2,4,0,0,24-Jan,01:14:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,2001,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120897,1,2,0,1,07-May,14:14:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Working_Motor_Vehicle,No,998,2013,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120914,1,1,0,0,16-May,07:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,3,2008,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,120922,1,2,0,0,18-Apr,07:25:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,2008,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,120992,1,2,0,0,30-May,18:41:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,32,2011,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121056,2,3,0,0,10-Jun,15:00:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,3,1994,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121069,1,2,0,0,28-May,01:12:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,31,2009,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
12,121109,1,2,0,0,08-Jun,01:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,421,2007,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121130,1,2,0,0,08-Jun,23:12:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,482,2007,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121196,1,2,0,0,16-Jun,15:04:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,422,2005,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121222,1,2,0,0,30-Jun,21:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,481,2004,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121222,1,3,0,0,30-Jun,21:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,701,2013,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121222,1,4,0,0,30-Jun,21:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,403,2006,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121227,2,3,0,0,03-Jul,19:10:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,35,2001,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121283,1,2,0,0,11-Jul,15:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,1,2008,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,121283,1,3,0,0,11-Jul,15:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,472,2006,0,Not_Applicable,No,Minor_Damage,Towed_Not_Due_to_Disabling_Damage
12,121283,1,4,0,0,11-Jul,15:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,402,1998,0,Not_Applicable,No,Minor_Damage,Towed_Not_Due_to_Disabling_Damage
12,121331,2,3,0,0,01-Jul,22:32:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,37,2004,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121384,1,2,0,0,25-Jul,02:05:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,2,2005,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121384,1,3,0,0,25-Jul,02:05:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,40,2013,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121514,1,2,0,0,16-Aug,03:00:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,441,2001,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121514,1,3,0,0,16-Aug,03:00:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,403,2008,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121514,1,4,0,0,16-Aug,03:00:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,1987,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121614,1,2,0,0,26-Aug,01:27:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,35,2006,0,Not_Applicable,No,Disabling_Damage,Not_Towed
12,121669,1,2,0,0,30-Aug,00:05:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,442,2005,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121840,2,3,0,0,11-Sep,12:30:00,Sideswipe_–_Same_Direction,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,36,2003,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,121850,1,2,0,0,03-Oct,04:02:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,1999,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121850,1,3,0,0,03-Oct,04:02:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,31,2009,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,121955,2,2,0,0,09-Aug,00:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,32,2006,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,122008,5,6,0,0,23-Aug,17:25:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,482,2004,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,122008,5,7,0,0,23-Aug,17:25:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,461,2007,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,122008,5,8,0,0,23-Aug,17:25:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,2003,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,122151,2,2,0,0,13-Sep,06:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,890,2016,3,Tractor/Semi-Trailer,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,122267,1,2,0,0,22-Nov,07:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,481,2007,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,122310,1,2,0,0,21-Nov,21:40:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,37,2010,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,122445,1,2,0,0,29-Nov,01:45:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,421,1998,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,122489,1,2,0,0,25-Oct,06:40:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,2013,3,Tractor/Semi-Trailer,No,Functional_Damage,Not_Towed
12,122537,1,2,0,0,24-Dec,05:30:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,55,2015,0,Not_Applicable,No,Unknown,Towed_Not_Due_to_Disabling_Damage
12,122550,1,2,0,0,11-Dec,11:28:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,2007,3,Single-Unit_Truck_(3_or_More_axles),No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,122609,2,3,0,0,29-Dec,01:52:00,Front-to-Rear,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,998,2015,3,Single-Unit_Truck_(3_or_More_axles),No,Minor_Damage,Not_Towed
12,122647,1,2,0,0,12-Dec,00:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,402,2008,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
12,122672,1,2,0,0,04-Nov,23:25:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,471,2001,0,Not_Applicable,No,Minor_Damage,Not_Towed
12,122724,2,3,0,0,30-Sep,12:20:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,402,2005,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,122724,2,4,0,0,30-Sep,12:20:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,31,2014,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,122724,2,5,0,0,30-Sep,12:20:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,51,2015,0,Not_Applicable,No,Functional_Damage,Not_Towed
12,122724,2,6,0,0,30-Sep,12:20:00,Angle,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,443,2000,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
12,122799,2,3,0,0,04-Apr,18:00:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,35,2015,0,Not_Applicable,No,Functional_Damage,Not_Towed
13,130004,2,3,0,0,02-Jan,13:03:00,Front-to-Front,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,481,2010,0,Not_Applicable,No,Minor_Damage,Not_Towed
13,130059,1,2,0,0,20-Jan,16:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,881,2006,2,"Single-Unit_Truck_(2_axles_and_GVWR_more_than_1Not_Applicable,Not_ApplicableNot_ApplicableNot_Applicable_lbs.)",No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130059,1,3,0,0,20-Jan,16:31:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,481,2012,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130100,1,2,0,0,01-Feb,23:45:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,399,1986,0,Not_Applicable,No,Unknown,Not_Towed
13,130118,1,2,0,0,07-Feb,03:07:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,39,2004,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130160,1,2,0,0,20-Feb,03:38:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,2006,3,Tractor/Semi-Trailer,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130285,1,2,0,0,27-Mar,10:45:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,998,9999,0,Not_Applicable,No,Functional_Damage,Not_Towed
13,130418,1,2,0,0,24-Mar,14:08:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,401,1994,0,Not_Applicable,No,Functional_Damage,Not_Reported
13,130473,2,3,0,0,16-Apr,13:02:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,2,2003,0,Not_Applicable,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
13,130748,2,3,0,0,04-Aug,13:54:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,422,2001,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130766,1,2,0,0,09-Aug,22:09:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,18,2012,0,Not_Applicable,No,Disabling_Damage,Not_Reported
13,130766,1,3,0,0,09-Aug,22:09:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,31,2005,0,Not_Applicable,No,Functional_Damage,Not_Reported
13,130940,1,2,0,0,26-Sep,18:53:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,884,2009,3,Tractor/Semi-Trailer,No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
13,130947,1,2,0,0,26-Sep,11:28:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,16,2011,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,130977,1,2,0,0,04-Oct,00:47:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,999,9999,0,Not_Applicable,No,Unknown,Unknown
13,131039,1,2,0,0,21-Oct,11:20:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,34,2006,0,Not_Applicable,No,Disabling_Damage,Not_Towed
13,131059,2,2,0,0,25-Oct,02:49:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,443,1995,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,131082,2,2,0,0,31-Oct,01:10:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,461,2005,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,131129,1,2,0,0,10-Nov,21:35:00,Not_Collision_with_Motor_Vehicle_in_Transport,4,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,442,2008,0,Not_Applicable,No,Disabling_Damage,Towed_Due_to_Disabling_Damage
13,131151,1,2,0,0,16-Nov,17:17:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,37,2015,0,Not_Applicable,No,Functional_Damage,Not_Reported
13,131256,3,2,0,0,15-Dec,00:25:00,Not_Collision_with_Motor_Vehicle_in_Transport,1,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,808,2008,2,"Single-Unit_Truck_(2_axles_and_GVWR_more_than_1Not_Applicable,Not_ApplicableNot_ApplicableNot_Applicable_lbs.)",No,Functional_Damage,Towed_Not_Due_to_Disabling_Damage
13,131307,2,3,0,0,25-Dec,00:05:00,Angle,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,20,1999,0,Not_Applicable,No,Minor_Damage,Not_Reported
13,131332,1,2,0,0,07-May,14:40:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Outside_the_Trafficway,No,402,2002,0,Not_Applicable,No,Unknown,Not_Reported
15,150010,1,2,0,0,17-Jan,00:55:00,Not_Collision_with_Motor_Vehicle_in_Transport,0,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,43,2004,0,Not_Applicable,No,Functional_Damage,Not_Towed
15,150010,1,3,0,0,17-Jan,00:55:00,Not_Collision_with_Motor_Vehicle_in_Transport,2,Motor_Vehicle_Not_in_Transport_Within_the_Trafficway,No,27,2010,0,Not_Applicable,No,Functional_Damage,Unknown
