STATE,ST_CASE,PVE_FORMS,VEH_NO,CrashDate,CrashTime,PMAN_COLL,PNUMOCCS,PTYPE,PHIT_RUN,PMODEL,PMODYEAR,PGVWR,PV_CONFIG,PHAZ_INV,PHAZ_ID,PVEH_SEV,PTOWED,PFIRE,PDEATHS
10,100084,1,1,25-Dec,01:31,0,0,2,0,881,2010,3,6,1,0,6,2,0,0
11,110003,1,2,22-Mar,03:12,0,0,2,0,898,2000,3,19,1,0,2,5,0,0
11,110011,1,2,14-Jul,22:18,0,0,2,0,470,1998,0,0,1,0,2,3,0,0
12,120112,1,2,22-Jan,21:35,0,1,2,0,884,1998,3,6,1,0,6,2,0,0
12,120138,1,2,27-Jan,23:06,0,0,2,0,471,1993,0,0,1,0,4,3,0,0
12,120181,2,3,04-Feb,15:12,0,1,2,0,41,2001,0,0,1,0,6,2,0,0
12,120249,1,2,22-Feb,01:02,0,0,3,0,473,2005,0,0,1,0,4,5,0,0
12,120249,1,3,22-Feb,01:02,0,0,3,0,404,2013,0,0,1,0,2,5,0,0
12,120271,1,2,14-Jan,14:00,0,5,3,0,43,1999,0,0,1,0,6,2,0,0
12,120284,2,3,27-Feb,09:35,6,0,3,0,421,2000,0,0,1,0,4,5,0,0
12,120392,1,2,21-Mar,00:35,0,0,3,0,53,2007,0,0,1,0,2,5,0,0
12,120392,1,3,21-Mar,00:35,0,0,3,0,43,2013,0,0,1,0,2,5,0,0
12,120392,1,4,21-Mar,00:35,0,0,3,0,31,2009,0,0,1,0,2,5,0,0
12,120411,1,2,23-Mar,02:30,0,0,3,0,50,2007,0,0,1,0,4,5,0,0
12,120447,1,2,16-Jan,02:18,0,0,2,0,51,2005,0,0,1,0,6,2,1,0
12,120447,1,3,16-Jan,02:18,0,0,2,0,40,2002,0,0,1,0,6,2,1,0
12,120497,2,3,17-Jan,09:53,1,0,3,0,32,2003,0,0,1,0,6,2,0,0
12,120523,2,3,02-Apr,13:45,6,0,2,0,884,2007,3,2,1,0,4,5,0,0
12,120565,1,2,12-Apr,18:26,0,0,3,0,51,2012,0,0,1,0,2,5,0,0
12,120573,1,2,10-Apr,16:55,0,1,2,0,1,2003,0,0,1,0,4,3,0,0
12,120664,1,2,18-Apr,01:37,0,0,3,0,43,2010,0,0,1,0,6,2,0,0
12,120664,1,3,18-Apr,01:37,0,0,3,0,481,2005,0,0,1,0,6,2,0,0
12,120684,1,2,26-Apr,02:47,0,0,2,0,16,2003,0,0,1,0,4,5,0,0
12,120723,1,1,29-Apr,23:53,0,0,2,0,32,2006,0,0,1,0,6,2,0,0
12,120733,1,2,01-Jan,20:31,0,0,3,0,51,2006,0,0,1,0,4,5,0,0
12,120733,1,3,01-Jan,20:31,0,0,3,0,1,2000,0,0,1,0,2,5,0,0
12,120758,1,2,18-Jan,15:00,0,0,3,0,881,1999,3,6,1,0,2,5,0,0
12,120868,2,3,12-May,19:49,6,0,3,0,481,1997,0,0,1,0,6,5,0,0
12,120890,2,3,24-Jan,01:14,6,0,3,0,421,1997,0,0,1,0,4,5,0,0
12,120890,2,4,24-Jan,01:14,6,0,3,0,401,2001,0,0,1,0,4,5,0,0
12,120897,1,2,07-May,14:14,0,1,4,0,998,2013,0,0,1,0,6,2,0,1
12,120914,1,1,16-May,07:10,0,1,2,0,3,2008,0,0,1,0,6,2,0,0
12,120922,1,2,18-Apr,07:25,0,0,3,0,401,2008,0,0,1,0,4,5,0,0
12,120992,1,2,30-May,18:41,0,0,3,0,32,2011,0,0,1,0,4,5,0,0
12,121056,2,3,10-Jun,15:00,1,0,3,0,3,1994,0,0,1,0,2,5,0,0
12,121069,1,2,28-May,01:12,0,0,3,0,31,2009,0,0,1,0,4,3,0,0
12,121109,1,2,08-Jun,01:31,0,0,3,0,421,2007,0,0,1,0,4,5,0,0
12,121130,1,2,08-Jun,23:12,0,0,2,0,482,2007,0,0,1,0,6,2,0,0
12,121196,1,2,16-Jun,15:04,0,0,3,0,422,2005,0,0,1,0,4,5,0,0
12,121222,1,2,30-Jun,21:53,0,0,2,0,481,2004,0,0,1,0,2,5,0,0
12,121222,1,3,30-Jun,21:53,0,0,2,0,701,2013,0,0,1,0,2,5,0,0
12,121222,1,4,30-Jun,21:53,0,0,2,0,403,2006,0,0,1,0,2,5,0,0
12,121227,2,3,03-Jul,19:10,6,0,3,0,35,2001,0,0,1,0,2,5,0,0
12,121283,1,2,11-Jul,15:10,0,0,2,0,1,2008,0,0,1,0,2,5,0,0
12,121283,1,3,11-Jul,15:10,0,0,2,0,472,2006,0,0,1,0,2,3,0,0
12,121283,1,4,11-Jul,15:10,0,0,2,0,402,1998,0,0,1,0,2,3,0,0
12,121331,2,3,01-Jul,22:32,0,0,2,0,37,2004,0,0,1,0,6,2,0,0
12,121384,1,2,25-Jul,02:05,0,0,3,0,2,2005,0,0,1,0,4,5,0,0
12,121384,1,3,25-Jul,02:05,0,0,3,0,40,2013,0,0,1,0,4,5,0,0
12,121514,1,2,16-Aug,03:00,0,0,3,0,441,2001,0,0,1,0,6,2,0,0
12,121514,1,3,16-Aug,03:00,0,0,3,0,403,2008,0,0,1,0,4,5,0,0
12,121514,1,4,16-Aug,03:00,0,0,3,0,401,1987,0,0,1,0,4,5,0,0
12,121614,1,2,26-Aug,01:27,0,0,3,0,35,2006,0,0,1,0,6,5,0,0
12,121669,1,2,30-Aug,00:05,0,0,2,0,442,2005,0,0,1,0,6,2,0,0
12,121840,2,3,11-Sep,12:30,7,0,2,0,36,2003,0,0,1,0,4,5,0,0
12,121850,1,2,03-Oct,04:02,0,0,3,0,401,1999,0,0,1,0,6,2,0,0
12,121850,1,3,03-Oct,04:02,0,0,3,0,31,2009,0,0,1,0,6,2,0,0
12,121955,2,2,09-Aug,00:10,0,0,2,0,32,2006,0,0,1,0,2,5,0,0
12,122008,5,6,23-Aug,17:25,1,0,3,0,482,2004,0,0,1,0,4,5,0,0
12,122008,5,7,23-Aug,17:25,1,0,3,0,461,2007,0,0,1,0,4,5,0,0
12,122008,5,8,23-Aug,17:25,1,0,3,0,401,2003,0,0,1,0,2,5,0,0
12,122151,2,2,13-Sep,06:35,0,1,2,0,890,2016,3,6,1,0,6,2,0,0
12,122267,1,2,22-Nov,07:35,0,1,3,0,481,2007,0,0,1,0,4,5,0,0
12,122310,1,2,21-Nov,21:40,0,0,2,0,37,2010,0,0,1,0,2,5,0,0
12,122445,1,2,29-Nov,01:45,0,0,2,0,421,1998,0,0,1,0,2,5,0,0
12,122489,1,2,25-Oct,06:40,0,0,2,0,884,2013,3,6,1,0,4,5,0,0
12,122537,1,2,24-Dec,05:30,0,0,3,0,55,2015,0,0,1,0,9,3,0,0
12,122550,1,2,11-Dec,11:28,0,0,2,0,884,2007,3,2,1,0,6,2,0,0
12,122609,2,3,29-Dec,01:52,1,0,2,0,998,2015,3,2,1,0,2,5,0,0
12,122647,1,2,12-Dec,00:53,0,0,3,0,402,2008,0,0,1,0,4,3,0,0
12,122672,1,2,04-Nov,23:25,0,0,3,0,471,2001,0,0,1,0,2,5,0,0
12,122724,2,3,30-Sep,12:20,6,0,2,0,402,2005,0,0,1,0,6,2,0,0
12,122724,2,4,30-Sep,12:20,6,0,2,0,31,2014,0,0,1,0,4,5,0,0
12,122724,2,5,30-Sep,12:20,6,0,2,0,51,2015,0,0,1,0,4,5,0,0
12,122724,2,6,30-Sep,12:20,6,0,2,0,443,2000,0,0,1,0,6,2,0,0
12,122799,2,3,04-Apr,18:00,6,0,3,0,35,2015,0,0,1,0,4,5,0,0
13,130004,2,3,02-Jan,13:03,2,0,3,0,481,2010,0,0,1,0,2,5,0,0
13,130059,1,2,20-Jan,16:31,0,0,2,0,881,2006,2,1,1,0,6,2,0,0
13,130059,1,3,20-Jan,16:31,0,0,2,0,481,2012,0,0,1,0,6,2,0,0
13,130100,1,2,01-Feb,23:45,0,0,3,0,399,1986,0,0,1,0,9,5,0,0
13,130118,1,2,07-Feb,03:07,0,0,3,0,39,2004,0,0,1,0,6,2,0,0
13,130160,1,2,20-Feb,03:38,0,1,2,0,884,2006,3,6,1,0,6,2,0,0
13,130285,1,2,27-Mar,10:45,0,0,3,0,998,9999,0,0,1,0,4,5,0,0
13,130418,1,2,24-Mar,14:08,0,0,3,0,401,1994,0,0,1,0,4,8,0,0
13,130473,2,3,16-Apr,13:02,6,0,3,0,2,2003,0,0,1,0,4,3,0,0
13,130748,2,3,04-Aug,13:54,6,0,3,0,422,2001,0,0,1,0,6,2,0,0
13,130766,1,2,09-Aug,22:09,0,0,3,0,18,2012,0,0,1,0,6,8,0,0
13,130766,1,3,09-Aug,22:09,0,0,3,0,31,2005,0,0,1,0,4,8,0,0
13,130940,1,2,26-Sep,18:53,0,1,2,0,884,2009,3,6,1,0,4,3,0,0
13,130947,1,2,26-Sep,11:28,0,0,2,0,16,2011,0,0,1,0,6,2,0,0
13,130977,1,2,04-Oct,00:47,0,0,2,0,999,9999,0,0,1,0,9,9,0,0
13,131039,1,2,21-Oct,11:20,0,0,3,0,34,2006,0,0,1,0,6,5,0,0
13,131059,2,2,25-Oct,02:49,0,0,2,0,443,1995,0,0,1,0,6,2,0,0
13,131082,2,2,31-Oct,01:10,0,0,2,0,461,2005,0,0,1,0,6,2,0,0
13,131129,1,2,10-Nov,21:35,0,4,2,0,442,2008,0,0,1,0,6,2,0,0
13,131151,1,2,16-Nov,17:17,0,0,3,0,37,2015,0,0,1,0,4,8,0,0
13,131256,3,2,15-Dec,00:25,0,1,2,0,808,2008,2,1,1,0,4,3,0,0
13,131307,2,3,25-Dec,00:05,6,0,3,0,20,1999,0,0,1,0,2,8,0,0
13,131332,1,2,07-May,14:40,0,0,3,0,402,2002,0,0,1,0,9,8,0,0
15,150010,1,2,17-Jan,00:55,0,0,2,0,43,2004,0,0,1,0,4,5,0,0
15,150010,1,3,17-Jan,00:55,0,2,2,0,27,2010,0,0,1,0,4,9,0,0
15,150010,1,4,17-Jan,00:55,0,0,2,0,39,1995,0,0,1,0,4,9,0,0
15,150010,1,5,17-Jan,00:55,0,0,2,0,2,2005,0,0,1,0,4,9,0,0
15,150022,2,3,09-Apr,08:44,1,0,3,0,40,1998,0,0,1,0,6,2,0,0
15,150022,2,4,09-Apr,08:44,1,0,3,0,402,2004,0,0,1,0,6,2,0,0
15,150022,2,5,09-Apr,08:44,1,0,3,0,42,2012,0,0,1,0,2,3,0,0
15,150022,2,6,09-Apr,08:44,1,0,3,0,40,2000,0,0,1,0,2,3,0,0
16,160008,1,2,05-Feb,21:59,0,0,2,0,471,1989,0,0,1,0,4,5,0,0
17,170057,1,2,17-Feb,14:40,0,1,2,0,481,2005,0,0,1,0,9,5,0,0
17,170075,1,2,07-Mar,23:35,0,0,3,0,23,2007,0,0,1,0,6,2,0,0
17,170086,1,1,08-Apr,16:26,0,1,2,0,43,1999,0,0,1,0,6,2,0,1
17,170146,1,2,07-Mar,02:43,0,1,2,0,884,2005,3,6,1,0,2,3,0,0
17,170149,1,2,03-Apr,15:34,0,1,2,0,881,2004,3,6,1,0,0,5,0,0
17,170155,1,2,27-Feb,07:00,0,1,2,0,51,2015,0,0,1,0,6,2,0,1
17,170164,1,2,05-Mar,13:20,0,0,3,0,35,2010,0,0,1,0,8,2,0,0
17,170164,1,3,05-Mar,13:20,0,0,3,0,35,2006,0,0,1,0,8,2,0,0
17,170233,1,2,01-May,15:30,0,0,2,0,32,2002,0,0,1,0,8,5,0,0
17,170265,1,2,09-Apr,03:13,0,1,2,0,472,2013,0,0,1,0,8,5,0,0
17,170301,1,2,27-Apr,00:45,0,0,2,0,401,2007,0,0,1,0,8,5,0,0
17,170301,1,3,27-Apr,00:45,0,0,3,0,399,1975,0,0,1,0,8,5,0,0
17,170302,2,2,17-Jan,22:11,0,0,2,0,32,2009,0,0,1,0,8,2,0,0
17,170302,2,3,17-Jan,22:11,0,0,2,0,405,2002,0,0,1,0,6,5,0,0
17,170339,1,2,12-May,18:01,0,1,2,0,401,2001,0,0,1,0,8,2,0,0
17,170380,1,2,26-Jun,01:39,0,0,2,0,21,2001,0,0,1,0,2,5,0,0
17,170380,1,3,26-Jun,01:39,0,0,2,0,442,2000,0,0,1,0,6,2,0,0
17,170380,1,4,26-Jun,01:39,0,0,2,0,444,2005,0,0,1,0,6,2,0,0
17,170380,1,5,26-Jun,01:39,0,0,2,0,39,2005,0,0,1,0,8,8,0,0
17,170380,1,6,26-Jun,01:39,0,0,2,0,21,2006,0,0,1,0,8,8,0,0
17,170380,1,7,26-Jun,01:39,0,0,2,0,422,1997,0,0,1,0,8,8,0,0
17,170380,1,8,26-Jun,01:39,0,0,3,0,403,2014,0,0,1,0,2,5,0,0
17,170421,1,2,18-Jul,06:10,0,1,2,0,884,2013,3,6,1,0,2,5,0,0
17,170474,2,3,04-Jul,23:37,7,0,2,0,39,2011,0,0,1,0,2,5,0,0
17,170533,4,4,24-Aug,19:34,8,0,2,0,481,1991,0,0,1,0,6,2,0,0
17,170627,1,2,20-Sep,21:00,0,1,2,0,481,2004,0,0,1,0,8,2,0,0
17,170686,1,2,22-Oct,20:01,0,3,2,0,37,1999,0,0,1,0,6,2,0,0
17,170688,2,2,13-Oct,11:00,0,1,2,0,884,2012,3,6,1,0,2,5,0,0
17,170692,2,2,14-Oct,12:42,0,0,2,0,482,1998,0,0,1,0,6,2,0,0
17,170717,2,2,27-Mar,16:05,0,0,2,0,32,2013,0,0,1,0,8,5,0,0
17,170717,2,3,27-Mar,16:05,0,0,2,0,47,2010,0,0,1,0,8,5,0,0
17,170845,1,2,06-Dec,23:20,0,0,2,0,401,1998,0,0,1,0,2,5,0,0
17,170845,1,3,06-Dec,23:20,0,0,2,0,21,2005,0,0,1,0,2,5,0,0
17,170860,1,2,09-Dec,15:33,0,0,3,0,401,2002,0,0,1,0,8,5,0,0
17,170860,1,3,09-Dec,15:33,0,0,3,0,407,2014,0,0,1,0,8,5,0,0
17,170899,1,2,27-Sep,02:19,0,0,2,0,32,2004,0,0,1,0,6,2,0,0
17,170899,1,3,27-Sep,02:19,0,0,2,0,441,2006,0,0,1,0,8,2,0,0
17,170899,1,4,27-Sep,02:19,0,0,2,0,35,2004,0,0,1,0,8,5,0,0
17,170899,1,5,27-Sep,02:19,0,0,2,0,49,2005,0,0,1,0,8,5,0,0
17,170899,1,6,27-Sep,02:19,0,0,2,0,39,2003,0,0,1,0,2,5,0,0
17,170899,1,7,27-Sep,02:19,0,0,2,0,401,2001,0,0,1,0,8,5,0,0
17,170899,1,8,27-Sep,02:19,0,0,2,0,37,2014,0,0,1,0,8,5,0,0
17,170910,1,2,29-Nov,02:29,0,0,3,0,40,2012,0,0,1,0,8,5,0,0
17,170915,1,2,12-Apr,03:00,0,0,2,0,33,2015,0,0,1,0,8,5,0,0
17,170920,6,2,17-Sep,16:10,0,0,2,0,1,1999,0,0,1,0,8,5,0,0
17,170920,6,3,17-Sep,16:10,0,3,2,0,22,2013,0,0,1,0,8,5,0,0
17,170920,6,4,17-Sep,16:10,0,0,2,0,24,2016,0,0,1,0,8,9,0,0
17,170920,6,5,17-Sep,16:10,0,0,2,0,16,2003,0,0,1,0,8,5,0,0
17,170920,6,10,17-Sep,16:10,0,0,3,0,398,2003,0,0,1,0,8,5,0,0
17,170920,6,11,17-Sep,16:10,0,0,3,0,51,2012,0,0,1,0,8,5,0,0
17,170955,1,2,18-Aug,22:15,0,0,2,0,16,2013,0,0,1,0,8,5,0,0
17,170959,2,3,29-Aug,01:40,7,0,2,0,35,2016,0,0,1,0,8,2,0,0
18,180023,2,3,09-Jan,03:45,7,1,2,0,881,2006,3,7,1,0,6,2,0,1
18,180044,1,2,29-Jan,13:08,0,0,3,0,6,2001,0,0,1,0,6,2,0,0
18,180181,1,2,17-Apr,20:31,0,2,2,0,421,2001,0,0,1,0,6,2,0,0
18,180300,2,3,09-Jun,03:48,2,0,3,0,481,2007,0,0,1,0,6,2,0,0
18,180333,1,2,16-Jun,10:00,0,1,2,0,881,2007,3,6,1,0,6,2,0,0
18,180368,1,2,14-Jul,20:50,0,0,2,0,40,1997,0,0,1,0,6,2,0,0
18,180368,1,3,14-Jul,20:50,0,0,2,0,398,2000,0,0,1,0,2,5,0,0
18,180368,1,4,14-Jul,20:50,0,0,2,0,442,1998,0,0,1,0,2,5,0,0
18,180512,1,2,28-Aug,05:55,0,0,3,0,481,2000,0,0,1,0,6,2,0,0
18,180512,1,3,28-Aug,05:55,0,0,3,0,22,2005,0,0,1,0,6,2,0,0
18,180512,1,4,28-Aug,05:55,0,0,3,0,442,2013,0,0,1,0,6,2,0,0
18,180550,1,2,22-Sep,03:22,0,0,2,0,881,2016,3,6,1,0,6,2,0,0
18,180619,2,3,19-Oct,15:29,6,1,2,0,442,2006,0,0,1,0,6,2,0,0
18,180669,1,2,30-Oct,01:09,0,0,2,0,404,1999,0,0,1,0,6,2,0,0
19,190002,1,2,03-Jan,01:00,0,0,2,0,481,1999,0,0,1,0,2,5,0,0
19,190002,1,3,03-Jan,01:00,0,0,2,0,402,2003,0,0,1,0,2,5,0,0
19,190117,1,2,06-Jun,22:43,0,0,2,0,21,2006,0,0,1,0,6,2,0,0
19,190117,1,3,06-Jun,22:43,0,0,2,0,401,2001,0,0,1,0,2,5,0,0
19,190131,1,1,26-Jul,04:35,0,0,2,0,881,2013,3,6,1,0,6,2,0,0
19,190132,1,2,15-Jul,04:38,0,0,2,0,881,2011,3,4,1,0,6,2,0,0
19,190168,1,2,19-Jul,18:42,0,0,2,1,431,1993,0,0,1,0,6,5,0,0
19,190168,1,3,19-Jul,18:42,0,0,2,0,461,1997,0,0,1,0,2,5,0,0
19,190206,1,2,03-Oct,22:48,0,0,2,0,2,1995,0,0,1,0,2,5,0,0
19,190214,1,2,05-Oct,02:29,0,0,2,0,2,2012,0,0,1,0,6,2,0,0
19,190234,2,3,03-Nov,12:54,2,0,2,0,404,2001,0,0,1,0,4,5,0,0
19,190244,1,2,14-Nov,01:36,0,0,2,0,804,2016,3,2,1,0,2,5,0,0
20,200052,1,2,27-Mar,20:42,0,0,2,0,402,2004,0,0,1,0,6,2,0,0
20,200127,1,2,15-Jun,21:03,0,0,3,0,402,2011,0,0,1,0,6,2,0,0
20,200215,1,2,07-Sep,02:27,0,0,2,0,32,2015,0,0,1,0,2,5,0,0
20,200215,1,3,07-Sep,02:27,0,0,2,0,34,2007,0,0,1,0,2,5,0,0
20,200238,1,2,27-Sep,07:30,0,0,2,0,881,2015,3,6,1,0,6,2,0,0
20,200274,1,2,03-Nov,21:49,0,0,2,0,881,2007,3,6,1,0,6,5,0,0
20,200301,1,2,27-Nov,18:14,0,0,2,0,472,2015,0,0,1,0,6,2,0,0
21,210002,1,2,01-Jan,03:40,0,0,3,0,443,2004,0,0,1,0,2,5,0,0
21,210049,3,2,29-Jan,09:32,0,0,2,0,16,2002,0,0,1,0,6,2,0,0
21,210072,1,2,06-Feb,00:30,0,1,4,0,999,9999,2,99,1,0,2,5,0,0
21,210280,2,3,29-Jun,14:01,8,0,3,0,423,2000,0,0,1,0,4,5,0,0
21,210294,1,2,18-Jun,09:12,0,2,2,0,39,2004,0,0,1,0,6,2,0,1
21,210295,2,3,21-Jun,15:47,6,0,2,0,999,9999,0,0,1,0,6,2,0,0
21,210377,1,2,09-Aug,03:45,0,0,3,0,23,2014,0,0,1,0,2,5,0,0
21,210377,1,3,09-Aug,03:45,0,0,3,0,23,2013,0,0,1,0,2,5,0,0
21,210377,1,4,09-Aug,03:45,0,0,3,0,23,2015,0,0,1,0,2,5,0,0
21,210503,2,3,07-Oct,20:19,0,0,2,0,481,1990,0,0,1,0,2,5,0,0
21,210513,1,2,11-Oct,04:50,0,1,2,0,33,2011,0,0,1,0,6,2,0,1
21,210520,2,3,15-Oct,17:23,6,0,3,0,52,2004,0,0,1,0,4,5,0,0
21,210520,2,4,15-Oct,17:23,6,0,3,0,37,2005,0,0,1,0,6,2,0,0
21,210520,2,5,15-Oct,17:23,6,0,3,0,37,2001,0,0,1,0,6,5,0,0
21,210520,2,6,15-Oct,17:23,6,0,3,0,401,2003,0,0,1,0,2,5,0,0
21,210533,1,2,22-Oct,06:59,0,0,3,0,32,1998,0,0,1,0,2,5,0,0
21,210556,2,3,28-Oct,21:03,6,0,3,0,9,1996,0,0,1,0,6,2,0,0
21,210565,1,2,08-Oct,14:02,0,1,2,0,881,2013,3,4,1,0,2,5,0,0
21,210609,1,2,27-Nov,04:41,0,0,2,0,473,2008,0,0,1,0,6,2,0,0
21,210630,1,2,06-Dec,03:44,0,0,2,0,441,2003,0,0,1,0,2,5,0,0
21,210688,1,2,04-Dec,13:29,0,0,2,0,898,2014,3,6,1,0,4,5,0,0
21,210695,1,2,23-Feb,02:01,0,1,2,0,884,2013,3,6,1,0,4,5,0,0
22,220132,1,2,22-Mar,01:29,0,0,3,0,884,2006,3,6,1,0,4,5,0,0
22,220150,2,3,01-Apr,16:20,0,1,3,0,481,2014,0,0,1,0,2,5,0,0
22,220219,1,2,03-May,07:16,0,0,2,0,473,2002,0,0,1,0,6,2,0,0
22,220295,1,2,27-Jun,22:32,0,0,3,0,471,2002,0,0,1,0,2,5,0,0
22,220298,1,2,22-Jun,02:19,0,0,3,0,482,2006,0,0,1,0,4,5,0,0
22,220340,1,2,17-Jul,23:55,0,0,3,0,999,9999,0,0,1,0,6,2,0,0
22,220406,1,2,20-Jul,15:25,0,0,2,0,481,2000,0,0,1,0,4,3,0,0
22,220411,1,2,02-Aug,14:30,0,1,2,0,405,2014,0,0,1,0,6,2,0,0
22,220411,1,3,02-Aug,14:30,0,0,2,0,706,1985,0,0,1,0,4,3,0,0
22,220469,1,2,10-Sep,01:42,0,0,3,0,881,1998,3,6,1,0,2,5,0,0
22,220469,1,3,10-Sep,01:42,0,0,3,0,881,2000,3,6,1,0,2,5,0,0
22,220478,1,2,21-Sep,08:56,0,0,2,0,18,2001,0,0,1,0,2,5,0,0
22,220478,1,3,21-Sep,08:56,0,0,2,0,481,2001,0,0,1,0,2,5,0,0
22,220493,1,2,10-Sep,18:20,0,0,2,0,442,1998,0,0,1,0,6,2,0,0
22,220560,1,2,30-Oct,20:19,0,1,3,0,739,2009,0,0,1,0,6,2,0,0
22,220560,1,3,30-Oct,20:19,0,2,3,0,739,2012,0,0,1,0,4,5,0,0
22,220667,1,2,22-Dec,23:09,0,0,3,0,884,1994,3,6,1,0,2,5,0,0
22,220684,1,2,25-Nov,12:30,0,0,3,0,444,2016,0,0,1,0,2,5,0,0
22,220684,1,3,25-Nov,12:30,0,0,3,0,444,2016,0,0,1,0,4,5,0,0
23,230008,1,2,03-Feb,16:16,0,1,2,0,25,2007,0,0,1,0,6,2,0,0
23,230093,1,1,18-Sep,20:51,0,0,2,0,43,2004,0,0,1,0,2,5,0,0
23,230099,1,2,15-Sep,13:03,0,1,2,0,22,2010,0,0,1,0,6,2,0,0
23,230118,1,1,26-Nov,18:04,0,2,2,0,404,2008,0,0,1,0,4,5,0,0
24,240026,1,2,13-Jan,10:00,0,0,2,0,881,2000,3,2,1,0,4,5,0,0
24,240028,1,2,30-Jan,15:15,0,0,3,0,402,2004,0,0,1,0,6,9,0,0
24,240028,1,3,30-Jan,15:15,0,0,3,0,34,2001,0,0,1,0,4,8,0,0
24,240028,1,4,30-Jan,15:15,0,0,2,0,32,2009,0,0,1,0,4,8,0,0
24,240036,1,2,18-Feb,11:16,0,0,2,0,3,1999,0,0,1,0,4,5,0,0
24,240036,1,3,18-Feb,11:16,0,0,3,0,23,2010,0,0,1,0,6,5,0,0
24,240083,1,2,11-Apr,21:36,0,2,2,0,31,1994,0,0,1,0,6,2,0,0
24,240091,1,2,16-Apr,20:32,0,0,2,0,881,2014,2,1,1,0,4,3,0,0
24,240134,2,3,06-May,09:08,6,0,3,0,42,2010,0,0,1,0,4,5,0,0
24,240134,2,4,06-May,09:08,6,0,3,0,40,1989,0,0,1,0,4,5,0,0
24,240134,2,5,06-May,09:08,6,0,3,0,32,1965,0,0,1,0,4,5,0,0
24,240134,2,6,06-May,09:08,6,0,3,0,47,2000,0,0,1,0,4,5,0,0
24,240156,1,2,28-May,13:15,0,2,2,0,898,2009,3,1,1,0,4,5,0,0
24,240178,1,2,20-Mar,07:21,0,0,2,0,881,1998,3,1,1,0,4,3,0,0
24,240202,3,3,25-Jun,01:35,1,0,3,0,881,2010,2,4,1,0,6,2,0,0
24,240226,2,3,26-Jul,14:48,6,0,3,0,881,2014,2,1,1,0,2,5,0,0
24,240226,2,4,26-Jul,14:48,6,0,3,0,898,2015,2,1,1,0,2,5,0,0
24,240315,1,2,23-Aug,14:32,0,0,3,0,403,2012,0,0,1,0,2,8,0,0
24,240366,1,2,28-Oct,17:11,0,0,3,0,403,2014,0,0,1,0,6,2,0,0
24,240366,1,3,28-Oct,17:11,0,1,3,0,422,2008,0,0,1,0,2,5,0,0
24,240367,2,3,18-Jul,00:11,6,0,2,0,32,2008,0,0,1,0,6,5,0,0
24,240367,2,4,18-Jul,00:11,6,0,2,0,23,2015,0,0,1,0,2,5,0,0
24,240423,1,2,12-Dec,01:27,0,0,3,0,405,2004,0,0,1,0,6,2,0,0
24,240423,1,3,12-Dec,01:27,0,0,3,0,2,2000,0,0,1,0,6,2,0,0
24,240447,1,2,03-Dec,21:47,0,0,2,0,2,2009,0,0,1,0,6,8,0,0
24,240475,4,4,20-Nov,21:20,6,0,3,0,431,2003,0,0,1,0,6,2,0,0
25,250067,1,2,07-Jul,22:04,0,0,3,0,998,1988,3,99,1,0,9,8,0,0
25,250110,1,2,25-Jun,18:29,0,0,2,0,401,2012,0,0,1,0,6,2,0,0
25,250150,3,4,07-Jun,19:07,2,0,3,0,421,2014,0,0,1,0,4,5,0,0
25,250150,3,5,07-Jun,19:07,2,0,3,0,37,2007,0,0,1,0,4,5,0,0
25,250168,1,2,14-Oct,11:41,0,0,2,0,46,2006,0,0,1,0,6,2,0,0
25,250222,1,2,28-Sep,03:05,0,0,2,0,999,9999,0,0,1,0,8,8,0,0
25,250233,1,2,04-Oct,23:26,0,0,3,0,52,2011,0,0,1,0,6,2,0,0
25,250235,2,2,02-Jul,17:36,0,1,2,0,884,2014,2,99,1,0,8,8,0,0
25,250240,1,2,25-Apr,18:30,0,0,3,0,43,2001,0,0,1,0,6,2,0,0
25,250260,1,2,04-Jun,11:16,0,0,2,0,402,2013,0,0,1,0,4,3,0,0
25,250261,1,2,24-Oct,00:01,0,0,2,0,461,2008,0,0,1,0,6,2,0,0
25,250261,1,3,24-Oct,00:01,0,0,2,0,32,2006,0,0,1,0,6,2,0,0
25,250291,1,2,12-Jun,02:59,0,0,3,0,402,2011,0,0,1,0,6,2,0,0
25,250291,1,3,12-Jun,02:59,0,0,3,0,40,2008,0,0,1,0,6,2,0,0
25,250296,1,2,26-Sep,19:00,0,0,2,1,47,2004,0,0,1,0,6,2,0,0
25,250296,1,3,26-Sep,19:00,0,0,2,1,404,2015,0,0,1,0,6,2,0,0
26,260015,1,2,03-Jan,16:21,0,1,3,0,37,2011,0,0,1,0,6,2,0,0
26,260046,1,2,10-Jan,07:55,0,0,2,0,2,2003,0,0,1,0,6,2,0,0
26,260060,1,2,20-Feb,02:11,0,1,2,0,881,2012,3,6,1,0,2,3,0,0
26,260125,2,3,13-Mar,07:50,6,0,2,0,481,2006,0,0,1,0,6,2,0,0
26,260125,2,4,13-Mar,07:50,6,0,2,0,403,2003,0,0,1,0,2,3,0,0
26,260125,2,5,13-Mar,07:50,6,0,2,0,481,2013,0,0,1,0,2,5,0,0
26,260155,1,2,15-Apr,14:50,0,0,2,0,2,2006,0,0,1,0,6,2,0,0
26,260243,1,2,30-May,13:30,0,0,2,0,898,1994,3,19,1,0,2,5,0,0
26,260244,2,2,23-May,13:50,0,2,2,0,27,2013,0,0,1,0,6,2,0,1
